Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-08-26 00:00:00+01:00,6775.2998046875,6827.2998046875,6775.2998046875,6822.7998046875,538317700,0.0,0.0
2014-08-27 00:00:00+01:00,6822.7998046875,6830.7001953125,6813.2001953125,6830.7001953125,481233300,0.0,0.0
2014-08-28 00:00:00+01:00,6830.7001953125,6831.2001953125,6796.89990234375,6805.7998046875,498070100,0.0,0.0
2014-08-29 00:00:00+01:00,6805.7998046875,6828.89990234375,6782.60009765625,6819.7998046875,720978600,0.0,0.0
2014-09-01 00:00:00+01:00,6819.7998046875,6825.2998046875,6798.2998046875,6825.2998046875,404272400,0.0,0.0
2014-09-02 00:00:00+01:00,6825.2998046875,6849.2998046875,6812.2998046875,6829.2001953125,820230900,0.0,0.0
2014-09-03 00:00:00+01:00,6829.2001953125,6898.60009765625,6826.7001953125,6873.60009765625,674899700,0.0,0.0
2014-09-04 00:00:00+01:00,6873.60009765625,6904.89990234375,6866.2998046875,6878.0,689038700,0.0,0.0
2014-09-05 00:00:00+01:00,6878.0,6885.0,6829.10009765625,6855.10009765625,596549800,0.0,0.0
2014-09-08 00:00:00+01:00,6855.10009765625,6855.10009765625,6773.7998046875,6834.7998046875,754127500,0.0,0.0
2014-09-09 00:00:00+01:00,6834.7998046875,6846.2001953125,6812.5,6829.0,580798600,0.0,0.0
2014-09-10 00:00:00+01:00,6829.0,6847.7998046875,6800.0,6830.10009765625,585612100,0.0,0.0
2014-09-11 00:00:00+01:00,6830.10009765625,6857.5,6764.89990234375,6799.60009765625,648015500,0.0,0.0
2014-09-12 00:00:00+01:00,6799.60009765625,6832.2001953125,6799.39990234375,6807.0,552974800,0.0,0.0
2014-09-15 00:00:00+01:00,6807.0,6813.89990234375,6771.7001953125,6804.2001953125,529231800,0.0,0.0
2014-09-16 00:00:00+01:00,6804.2001953125,6804.2998046875,6748.10009765625,6792.2001953125,592887700,0.0,0.0
2014-09-17 00:00:00+01:00,6792.2001953125,6816.89990234375,6780.89990234375,6780.89990234375,596526700,0.0,0.0
2014-09-18 00:00:00+01:00,6780.89990234375,6822.60009765625,6769.60009765625,6819.2998046875,644480400,0.0,0.0
2014-09-19 00:00:00+01:00,6819.2998046875,6876.0,6819.2998046875,6837.89990234375,1551957500,0.0,0.0
2014-09-22 00:00:00+01:00,6837.89990234375,6838.39990234375,6766.89990234375,6773.60009765625,675055200,0.0,0.0
2014-09-23 00:00:00+01:00,6773.60009765625,6777.2998046875,6647.2001953125,6676.10009765625,762840800,0.0,0.0
2014-09-24 00:00:00+01:00,6676.10009765625,6707.2998046875,6652.0,6706.2998046875,793646000,0.0,0.0
2014-09-25 00:00:00+01:00,6706.2998046875,6726.39990234375,6621.5,6639.7001953125,927894000,0.0,0.0
2014-09-26 00:00:00+01:00,6639.7001953125,6664.0,6615.10009765625,6649.39990234375,589221500,0.0,0.0
2014-09-29 00:00:00+01:00,6649.39990234375,6653.89990234375,6608.7001953125,6646.60009765625,564786600,0.0,0.0
2014-09-30 00:00:00+01:00,6646.60009765625,6658.89990234375,6601.60009765625,6622.7001953125,882273900,0.0,0.0
2014-10-01 00:00:00+01:00,6622.7001953125,6622.7998046875,6539.7001953125,6557.5,789707300,0.0,0.0
2014-10-02 00:00:00+01:00,6557.5,6557.7001953125,6446.39990234375,6446.39990234375,807089800,0.0,0.0
2014-10-03 00:00:00+01:00,6446.39990234375,6542.89990234375,6446.39990234375,6527.89990234375,750613100,0.0,0.0
2014-10-06 00:00:00+01:00,6527.89990234375,6588.2998046875,6527.89990234375,6563.7001953125,722223000,0.0,0.0
2014-10-07 00:00:00+01:00,6563.7001953125,6563.7998046875,6495.60009765625,6495.60009765625,858099000,0.0,0.0
2014-10-08 00:00:00+01:00,6495.60009765625,6502.39990234375,6453.7998046875,6482.2001953125,822967200,0.0,0.0
2014-10-09 00:00:00+01:00,6482.2001953125,6544.2001953125,6425.2001953125,6431.89990234375,864389000,0.0,0.0
2014-10-10 00:00:00+01:00,6431.89990234375,6431.89990234375,6328.39990234375,6340.0,897708400,0.0,0.0
2014-10-13 00:00:00+01:00,6340.0,6387.39990234375,6294.60009765625,6366.2001953125,846365400,0.0,0.0
2014-10-14 00:00:00+01:00,6366.2001953125,6403.39990234375,6304.2998046875,6392.7001953125,831098100,0.0,0.0
2014-10-15 00:00:00+01:00,6392.7001953125,6405.0,6211.60009765625,6211.60009765625,1137435900,0.0,0.0
2014-10-16 00:00:00+01:00,6211.60009765625,6283.0,6072.7001953125,6195.89990234375,1697447000,0.0,0.0
2014-10-17 00:00:00+01:00,6195.89990234375,6313.0,6188.0,6310.2998046875,1106053200,0.0,0.0
2014-10-20 00:00:00+01:00,6310.2998046875,6320.2998046875,6238.60009765625,6267.10009765625,723302900,0.0,0.0
2014-10-21 00:00:00+01:00,6267.10009765625,6372.2998046875,6229.39990234375,6372.2998046875,856658100,0.0,0.0
2014-10-22 00:00:00+01:00,6372.2998046875,6401.5,6341.39990234375,6399.7001953125,727170300,0.0,0.0
2014-10-23 00:00:00+01:00,6399.7001953125,6430.2998046875,6313.2998046875,6419.2001953125,840402100,0.0,0.0
2014-10-24 00:00:00+01:00,6419.2001953125,6419.2001953125,6372.39990234375,6388.7001953125,717827900,0.0,0.0
2014-10-27 00:00:00+00:00,6388.7001953125,6443.7998046875,6336.10009765625,6363.5,781565600,0.0,0.0
2014-10-28 00:00:00+00:00,6363.5,6412.0,6363.5,6402.2001953125,800681500,0.0,0.0
2014-10-29 00:00:00+00:00,6402.2001953125,6475.39990234375,6402.2001953125,6453.89990234375,700842900,0.0,0.0
2014-10-30 00:00:00+00:00,6453.89990234375,6483.2001953125,6378.2001953125,6463.60009765625,815851600,0.0,0.0
2014-10-31 00:00:00+00:00,6463.60009765625,6553.39990234375,6463.60009765625,6546.5,1062914700,0.0,0.0
2014-11-03 00:00:00+00:00,6546.5,6559.60009765625,6478.5,6488.0,712567500,0.0,0.0
2014-11-04 00:00:00+00:00,6488.0,6510.2998046875,6444.89990234375,6454.0,816651600,0.0,0.0
2014-11-05 00:00:00+00:00,6454.0,6539.10009765625,6454.0,6539.10009765625,769396700,0.0,0.0
2014-11-06 00:00:00+00:00,6539.10009765625,6580.2001953125,6503.7998046875,6551.2001953125,799914900,0.0,0.0
2014-11-07 00:00:00+00:00,6551.2001953125,6608.2001953125,6551.2001953125,6567.2001953125,764955100,0.0,0.0
2014-11-10 00:00:00+00:00,6567.2001953125,6611.2998046875,6566.7998046875,6611.2998046875,575418400,0.0,0.0
